country,item,year,area,yield
Spain,Apples,1961,16800,22946.4
Spain,Apples,1962,17400,15775.9
Spain,Apples,1963,18100,26558
Spain,Apples,1964,22200,14486.5
Spain,Apples,1965,26400,16924.2
Spain,Apples,1966,27300,15098.9
Spain,Apples,1967,28600,13227.3
Spain,Apples,1968,30200,15897.4
Spain,Apples,1969,32400,14345.7
Spain,Apples,1970,43400,11149.8
Spain,Apples,1971,49300,13336.7
Spain,Apples,1972,52900,14087
Spain,Apples,1973,61000,16641
Spain,Apples,1974,65600,15826.2
Spain,Apples,1975,67100,16076
Spain,Apples,1976,67600,14900.9
Spain,Apples,1977,62600,11661.3
Spain,Apples,1978,62200,17234.7
Spain,Apples,1979,60400,19233.4
Spain,Apples,1980,59500,15648.7
Spain,Apples,1981,58700,18102.2
Spain,Apples,1982,58700,15190.8
Spain,Apples,1983,57900,18575.1
Spain,Apples,1984,56900,18072.1
Spain,Apples,1985,68300,15665.8
Spain,Apples,1986,60900,13422
Spain,Apples,1987,65600,15899.4
Spain,Apples,1988,61200,14176.5
Spain,Apples,1989,60900,13300.5
Spain,Apples,1990,60900,10780
Spain,Apples,1991,59400,8700.3
Spain,Apples,1992,57300,19116.9
Spain,Apples,1993,53700,16582.9
Spain,Apples,1994,52700,14686.1
Spain,Apples,1995,51500,15844.7
Spain,Apples,1996,49400,18206.5
Spain,Apples,1997,49600,19832.7
Spain,Apples,1998,49300,14929
Spain,Apples,1999,49100,20130.3
Spain,Apples,2000,48760,16689.5
Spain,Apples,2001,42316,21680
Spain,Apples,2002,43205,16082
Spain,Apples,2003,46020,19146
Spain,Apples,2004,42189,16376
Spain,Apples,2005,38974,19864.8
Spain,Apples,2006,37844,17185.9
Spain,Apples,2007,36902,19543.1
Spain,Apples,2008,33362,19834.7
Spain,Apples,2009,32715,18400.7
Spain,Apples,2010,31812,20304.2
Spain,Apples,2011,31507,21273.5
Spain,Apples,2012,30753,15648
Spain,Apples,2013,30800,17740.3
Spain,Apples,2014,30726,20205.1
Spain,Apples,2015,30721,19322
Spain,Apples,2016,30872,20120.6
Spain,Apples,2017,30550,19215.5
Spain,Apples,2018,29930,18809.2
Spain,Apples,2019,29640,21553.3
Spain,Apricots,1961,10400,10567.3
Spain,Apricots,1962,10800,10083.3
Spain,Apricots,1963,11700,9376.1
Spain,Apricots,1964,12900,10038.8
Spain,Apricots,1965,15100,13211.9
Spain,Apricots,1966,15500,10180.6
Spain,Apricots,1967,14200,9521.1
Spain,Apricots,1968,16500,11181.8
Spain,Apricots,1969,17400,5770.1
Spain,Apricots,1970,22500,7191.1
Spain,Apricots,1971,20500,7112.2
Spain,Apricots,1972,22600,7039.8
Spain,Apricots,1973,22900,5720.5
Spain,Apricots,1974,22800,9333.3
Spain,Apricots,1975,23300,5682.4
Spain,Apricots,1976,21600,10013.9
Spain,Apricots,1977,20200,3242.6
Spain,Apricots,1978,20200,10866.3
Spain,Apricots,1979,19500,7923.1
Spain,Apricots,1980,19300,5896.4
Spain,Apricots,1981,19600,8862.2
Spain,Apricots,1982,19900,9070.4
Spain,Apricots,1983,21300,7093.9
Spain,Apricots,1984,19200,10838.5
Spain,Apricots,1985,20000,7533.2
Spain,Apricots,1986,20400,7402
Spain,Apricots,1987,21400,6635.5
Spain,Apricots,1988,21900,7187.2
Spain,Apricots,1989,22800,7236.8
Spain,Apricots,1990,22800,5245.6
Spain,Apricots,1991,23900,8824.3
Spain,Apricots,1992,24100,8244.8
Spain,Apricots,1993,23900,8786.6
Spain,Apricots,1994,23400,8555.6
Spain,Apricots,1995,22500,6164.4
Spain,Apricots,1996,23300,8489.3
Spain,Apricots,1997,24474,5798.6
Spain,Apricots,1998,25018,5987.7
Spain,Apricots,1999,24777,6010.6
Spain,Apricots,2000,23487,6067.1
Spain,Apricots,2001,20787,6483.2
Spain,Apricots,2002,21061,6056.2
Spain,Apricots,2003,20686,6953.5
Spain,Apricots,2004,19858,6117.7
Spain,Apricots,2005,19249,7125.9
Spain,Apricots,2006,18150,8643.1
Spain,Apricots,2007,18338,4854.6
Spain,Apricots,2008,18834,5793.1
Spain,Apricots,2009,19226,4952.7
Spain,Apricots,2010,18333,4293.6
Spain,Apricots,2011,18729,4638.8
Spain,Apricots,2012,18542,6370.1
Spain,Apricots,2013,20300,6492.6
Spain,Apricots,2014,18451,7395
Spain,Apricots,2015,18822,8164.2
Spain,Apricots,2016,20353,6859.2
Spain,Apricots,2017,21002,7755.1
Spain,Apricots,2018,20570,8570.2
Spain,Apricots,2019,20240,7205
Spain,Avocados,1961,35,9714.3
Spain,Avocados,1962,35,10657.1
Spain,Avocados,1963,35,10771.4
Spain,Avocados,1964,30,11566.7
Spain,Avocados,1965,40,10000
Spain,Avocados,1966,52,9019.2
Spain,Avocados,1967,62,9661.3
Spain,Avocados,1968,42,13214.3
Spain,Avocados,1969,63,10698.4
Spain,Avocados,1970,40,15000
Spain,Avocados,1971,54,16425.9
Spain,Avocados,1972,108,14129.6
Spain,Avocados,1973,150,12000
Spain,Avocados,1974,200,10000
Spain,Avocados,1975,300,8333.3
Spain,Avocados,1976,450,6666.7
Spain,Avocados,1977,580,6896.6
Spain,Avocados,1978,628,7879
Spain,Avocados,1979,850,7058.8
Spain,Avocados,1980,910,8347.3
Spain,Avocados,1981,1500,6666.7
Spain,Avocados,1982,2000,7500
Spain,Avocados,1983,2500,8000
Spain,Avocados,1984,3016,8139.6
Spain,Avocados,1985,3795,7366.5
Spain,Avocados,1986,4125,7341.1
Spain,Avocados,1987,4274,7612.1
Spain,Avocados,1988,5335,8058.5
Spain,Avocados,1989,6010,7690.8
Spain,Avocados,1990,6530,6872.9
Spain,Avocados,1991,7000,7449.1
Spain,Avocados,1992,7200,7388.5
Spain,Avocados,1993,7600,6808.6
Spain,Avocados,1994,7570,4504.6
Spain,Avocados,1995,7940,3520.8
Spain,Avocados,1996,7500,6944.7
Spain,Avocados,1997,8386,6249.6
Spain,Avocados,1998,7965,9256
Spain,Avocados,1999,8057,8203.9
Spain,Avocados,2000,8759,7288.8
Spain,Avocados,2001,8613,8705.6
Spain,Avocados,2002,9033,8214.8
Spain,Avocados,2003,9646,7942
Spain,Avocados,2004,9722,7847.9
Spain,Avocados,2005,9907,7569.8
Spain,Avocados,2006,9801,8144.5
Spain,Avocados,2007,9980,8228.1
Spain,Avocados,2008,10023,7341.6
Spain,Avocados,2009,10016,7181.6
Spain,Avocados,2010,10434,9332.8
Spain,Avocados,2011,10558,7901.7
Spain,Avocados,2012,10645,7171.2
Spain,Avocados,2013,10800,6425.9
Spain,Avocados,2014,10893,7105.6
Spain,Avocados,2015,11329,7647.3
Spain,Avocados,2016,11441,7998.3
Spain,Avocados,2017,11812,7867.9
Spain,Avocados,2018,12160,7367.6
Spain,Avocados,2019,14100,6931.2
Spain,Bananas,1961,9500,33189.5
Spain,Bananas,1962,9600,31812.5
Spain,Bananas,1963,9600,35510.4
Spain,Bananas,1964,9800,37163.3
Spain,Bananas,1965,9900,37616.2
Spain,Bananas,1966,10000,38510
Spain,Bananas,1967,10500,35533.3
Spain,Bananas,1968,10800,36564.8
Spain,Bananas,1969,10800,40018.5
Spain,Bananas,1970,11100,37900.9
Spain,Bananas,1971,13300,31947.4
Spain,Bananas,1972,12800,29460.9
Spain,Bananas,1973,12900,35054.3
Spain,Bananas,1974,12900,30907
Spain,Bananas,1975,12600,28650.8
Spain,Bananas,1976,12500,26968
Spain,Bananas,1977,12200,32245.9
Spain,Bananas,1978,13300,30165.4
Spain,Bananas,1979,13600,30073.5
Spain,Bananas,1980,13400,35462.7
Spain,Bananas,1981,13400,36373.1
Spain,Bananas,1982,13400,33970.1
Spain,Bananas,1983,13100,34732.8
Spain,Bananas,1984,12277,35772.2
Spain,Bananas,1985,11497,34998.5
Spain,Bananas,1986,11200,42017.9
Spain,Bananas,1987,10600,42377.4
Spain,Bananas,1988,9800,40306.1
Spain,Bananas,1989,9400,42180.9
Spain,Bananas,1990,9282,44850.2
Spain,Bananas,1991,9141,40838
Spain,Bananas,1992,8810,41782.1
Spain,Bananas,1993,8647,40314.6
Spain,Bananas,1994,8580,39395.6
Spain,Bananas,1995,8600,43802.3
Spain,Bananas,1996,8400,39952.4
Spain,Bananas,1997,8500,47810.4
Spain,Bananas,1998,8654,44511.2
Spain,Bananas,1999,8928,40873.1
Spain,Bananas,2000,8882,44694.1
Spain,Bananas,2001,9199,45867.1
Spain,Bananas,2002,9179,44529.1
Spain,Bananas,2003,9646,41684.6
Spain,Bananas,2004,9715,43038.7
Spain,Bananas,2005,9553,36130.6
Spain,Bananas,2006,9585,36345.1
Spain,Bananas,2007,9568,37434.9
Spain,Bananas,2008,9191,40390.4
Spain,Bananas,2009,9113,38683.4
Spain,Bananas,2010,9117,43499.9
Spain,Bananas,2011,9144,37893.7
Spain,Bananas,2012,9164,40507.5
Spain,Bananas,2013,9100,39670.3
Spain,Bananas,2014,9130,40007.4
Spain,Bananas,2015,8975,42560.8
Spain,Bananas,2016,9040,45211.9
Spain,Bananas,2017,9076,46420.6
Spain,Bananas,2018,9090,42489.5
Spain,Bananas,2019,9060,44008.8
Spain,Blueberries,1990,,
Spain,Blueberries,1991,,
Spain,Blueberries,1992,,
Spain,Blueberries,1993,,
Spain,Blueberries,1994,,
Spain,Blueberries,1995,251,17031.9
Spain,Blueberries,1996,265,16743.4
Spain,Blueberries,1997,279,16480.3
Spain,Blueberries,1998,294,16187.1
Spain,Blueberries,1999,310,15874.2
Spain,Blueberries,2000,326,15589
Spain,Blueberries,2001,343,15288.6
Spain,Blueberries,2002,360,15013.9
Spain,Blueberries,2003,378,14727.5
Spain,Blueberries,2004,396,14464.6
Spain,Blueberries,2005,415,14190.4
Spain,Blueberries,2006,435,13910.3
Spain,Blueberries,2007,455,13652.7
Spain,Blueberries,2008,477,13362.7
Spain,Blueberries,2009,499,13096.2
Spain,Blueberries,2010,522,12827.6
Spain,Blueberries,2011,547,12537.5
Spain,Blueberries,2012,572,12271
Spain,Blueberries,2013,975,12217.4
Spain,Blueberries,2014,1760,11965.9
Spain,Blueberries,2015,1803,11680.5
Spain,Blueberries,2016,2260,11037.6
Spain,Blueberries,2017,3260,10845.1
Spain,Blueberries,2018,3720,11698.9
Spain,Blueberries,2019,4030,13245.7
Spain,Carobs,1961,162600,2308.7
Spain,Carobs,1962,159300,2465.2
Spain,Carobs,1963,156600,2209.5
Spain,Carobs,1964,143200,2647.3
Spain,Carobs,1965,146800,2692.8
Spain,Carobs,1966,159000,2118.9
Spain,Carobs,1967,159200,1983
Spain,Carobs,1968,120600,2401.3
Spain,Carobs,1969,152200,2061.8
Spain,Carobs,1970,160200,1870.2
Spain,Carobs,1971,156200,1610.1
Spain,Carobs,1972,153000,1654.2
Spain,Carobs,1973,152100,2059.2
Spain,Carobs,1974,151200,1559.5
Spain,Carobs,1975,144100,1523.2
Spain,Carobs,1976,138700,1616.4
Spain,Carobs,1977,134800,1319.7
Spain,Carobs,1978,127500,1557.6
Spain,Carobs,1979,115600,1603.8
Spain,Carobs,1980,115600,1704.2
Spain,Carobs,1981,112800,1755.3
Spain,Carobs,1982,109800,1746.8
Spain,Carobs,1983,108000,1739.8
Spain,Carobs,1984,105300,1575.5
Spain,Carobs,1985,101200,1516.8
Spain,Carobs,1986,101000,1490.1
Spain,Carobs,1987,98200,1602.9
Spain,Carobs,1988,94100,1725.8
Spain,Carobs,1989,90900,1681.2
Spain,Carobs,1990,95600,1494.2
Spain,Carobs,1991,103,776.7
Spain,Carobs,1992,102,784.3
Spain,Carobs,1993,102,784.3
Spain,Carobs,1994,102,784.3
Spain,Carobs,1995,102,784.3
Spain,Carobs,1996,102,794.1
Spain,Carobs,1997,102,794.1
Spain,Carobs,1998,102,794.1
Spain,Carobs,1999,102,794.1
Spain,Carobs,2000,102,794.1
Spain,Carobs,2001,102,803.9
Spain,Carobs,2002,102,803.9
Spain,Carobs,2003,102,803.9
Spain,Carobs,2004,102,803.9
Spain,Carobs,2005,101,811.9
Spain,Carobs,2006,100,830
Spain,Carobs,2007,100,830
Spain,Carobs,2008,79,835.4
Spain,Carobs,2009,236,805.1
Spain,Carobs,2010,142,795.8
Spain,Carobs,2011,105,885.7
Spain,Carobs,2012,833,950.8
Spain,Carobs,2013,828,886.5
Spain,Carobs,2014,1109,799.8
Spain,Carobs,2015,1962,847.6
Spain,Carobs,2016,2685,930.7
Spain,Carobs,2017,2368,520.7
Spain,Cherries,1961,2300,20608.7
Spain,Cherries,1962,2500,17560
Spain,Cherries,1963,3200,17750
Spain,Cherries,1964,3500,14828.6
Spain,Cherries,1965,3500,14171.4
Spain,Cherries,1966,3700,13351.4
Spain,Cherries,1967,3900,11974.4
Spain,Cherries,1968,4700,11792.3
Spain,Cherries,1969,5000,10340
Spain,Cherries,1970,6600,7969.7
Spain,Cherries,1971,5500,9181.8
Spain,Cherries,1972,7200,8055.6
Spain,Cherries,1973,10200,6784.3
Spain,Cherries,1974,10400,7250
Spain,Cherries,1975,10500,6323.8
Spain,Cherries,1976,10900,7137.6
Spain,Cherries,1977,11400,4649.1
Spain,Cherries,1978,12400,6096.8
Spain,Cherries,1979,13150,6144.5
Spain,Cherries,1980,13400,5947.8
Spain,Cherries,1981,14000,5378.6
Spain,Cherries,1982,14400,5027.8
Spain,Cherries,1983,14900,4939.6
Spain,Cherries,1984,16100,4832.3
Spain,Cherries,1985,22100,3600.9
Spain,Cherries,1986,22100,2891.4
Spain,Cherries,1987,23000,2987
Spain,Cherries,1988,23200,1849.1
Spain,Cherries,1989,23900,2707.1
Spain,Cherries,1990,24500,2240.8
Spain,Cherries,1991,25000,2924
Spain,Cherries,1992,25800,3457.4
Spain,Cherries,1993,26300,3114.1
Spain,Cherries,1994,28000,2507.1
Spain,Cherries,1995,27800,1996.4
Spain,Cherries,1996,27600,2699.3
Spain,Cherries,1997,29500,2183.1
Spain,Cherries,1998,28600,2107.7
Spain,Cherries,1999,28900,3759.5
Spain,Cherries,2000,28777,3923.3
Spain,Cherries,2001,27830,3075.8
Spain,Cherries,2002,28661,3946.1
Spain,Cherries,2003,28727,3679.5
Spain,Cherries,2004,25855,3144.5
Spain,Cherries,2005,23515,3937.9
Spain,Cherries,2006,23626,3733.2
Spain,Cherries,2007,23644,3095.9
Spain,Cherries,2008,24071,2895.6
Spain,Cherries,2009,24304,4017.7
Spain,Cherries,2010,24290,3507.3
Spain,Cherries,2011,24967,4083.2
Spain,Cherries,2012,24972,3882.2
Spain,Cherries,2013,25300,3841.9
Spain,Cherries,2014,25594,4619.1
Spain,Cherries,2015,26492,3553.7
Spain,Cherries,2016,26946,3729.8
Spain,Cherries,2017,27592,4147.3
Spain,Cherries,2018,27370,3894
Spain,Cherries,2019,27470,4309.4
Spain,"Cherries, sour",1961,,
Spain,"Cherries, sour",1962,,
Spain,"Cherries, sour",1963,,
Spain,"Cherries, sour",1964,,
Spain,"Cherries, sour",1965,,
Spain,"Cherries, sour",1966,,
Spain,"Cherries, sour",1967,,
Spain,"Cherries, sour",1968,,
Spain,"Cherries, sour",1969,,
Spain,"Cherries, sour",1970,,
Spain,"Cherries, sour",1971,,
Spain,"Cherries, sour",1972,,
Spain,"Cherries, sour",1973,,
Spain,"Cherries, sour",1974,,
Spain,"Cherries, sour",1975,,
Spain,"Cherries, sour",1976,,
Spain,"Cherries, sour",1977,,
Spain,"Cherries, sour",1978,,
Spain,"Cherries, sour",1979,,
Spain,"Cherries, sour",1980,,
Spain,"Cherries, sour",1981,,
Spain,"Cherries, sour",1982,,
Spain,"Cherries, sour",1983,,
Spain,"Cherries, sour",1984,,
Spain,"Cherries, sour",1985,,
Spain,"Cherries, sour",1986,,
Spain,"Cherries, sour",1987,,
Spain,"Cherries, sour",1988,,
Spain,"Cherries, sour",1989,,
Spain,"Cherries, sour",1990,,
Spain,"Cherries, sour",1991,,
Spain,"Cherries, sour",1992,,
Spain,"Cherries, sour",1993,78,5128.2
Spain,"Cherries, sour",1994,292,5137
Spain,"Cherries, sour",1995,293,5119.5
Spain,"Cherries, sour",1996,326,5116.6
Spain,"Cherries, sour",1997,304,5095.4
Spain,"Cherries, sour",1998,332,5096.4
Spain,"Cherries, sour",1999,352,5076.7
Spain,"Cherries, sour",2000,371,5075.5
Spain,"Cherries, sour",2001,395,5063.3
Spain,"Cherries, sour",2002,404,5198
Spain,"Cherries, sour",2003,407,5651.1
Spain,"Cherries, sour",2004,400,5500
Spain,"Cherries, sour",2005,600,5166.7
Spain,"Cherries, sour",2006,700,5000
Spain,"Cherries, sour",2007,500,5000
Spain,"Cherries, sour",2008,600,4666.7
Spain,"Cherries, sour",2009,700,5000
Spain,"Cherries, sour",2010,500,5000
Spain,"Cherries, sour",2011,600,4666.7
Spain,"Cherries, sour",2012,293,5836.2
Spain,"Cherries, sour",2013,60,7333.3
Spain,"Cherries, sour",2014,50,5600
Spain,"Cherries, sour",2015,100,4200
Spain,"Cherries, sour",2016,120,3583.3
Spain,"Cherries, sour",2017,130,2846.2
Spain,"Cherries, sour",2018,130,3230.8
Spain,"Cherries, sour",2019,130,2923.1
Spain,Cranberries,1991,,
Spain,Cranberries,1992,,
Spain,Cranberries,1993,,
Spain,Cranberries,1994,,
Spain,Cranberries,1995,,
Spain,Cranberries,1996,,
Spain,Cranberries,1997,,
Spain,Cranberries,1998,,
Spain,Cranberries,1999,,
Spain,Cranberries,2000,,
Spain,Cranberries,2001,,
Spain,Cranberries,2002,,
Spain,Cranberries,2003,,
Spain,Cranberries,2004,,
Spain,Cranberries,2005,,
Spain,Cranberries,2006,,
Spain,Cranberries,2007,,
Spain,Cranberries,2008,,
Spain,Cranberries,2009,,
Spain,Cranberries,2010,,
Spain,Cranberries,2011,,
Spain,Cranberries,2012,,
Spain,Cranberries,2013,,
Spain,Cranberries,2014,,
Spain,Cranberries,2015,,
Spain,Cranberries,2016,,
Spain,Cranberries,2017,,
Spain,Currants,1991,,
Spain,Currants,1992,,
Spain,Currants,1993,,
Spain,Currants,1994,,
Spain,Currants,1995,,
Spain,Currants,1996,,
Spain,Currants,1997,,
Spain,Currants,1998,,
Spain,Currants,1999,,
Spain,Currants,2000,,
Spain,Currants,2001,,
Spain,Currants,2002,,
Spain,Currants,2003,,
Spain,Currants,2004,,
Spain,Currants,2005,,
Spain,Currants,2006,,
Spain,Currants,2007,,
Spain,Currants,2008,,
Spain,Currants,2009,,
Spain,Currants,2010,,
Spain,Currants,2011,,
Spain,Currants,2012,,
Spain,Currants,2013,,
Spain,Currants,2014,,
Spain,Currants,2015,,
Spain,Currants,2016,,
Spain,Currants,2017,,
Spain,Currants,2018,20,1500
Spain,Currants,2019,20,4500
Spain,Dates,1961,405,29629.6
Spain,Dates,1962,401,29925.2
Spain,Dates,1963,401,29925.2
Spain,Dates,1964,531,28248.6
Spain,Dates,1965,621,27375.2
Spain,Dates,1966,620,25367.7
Spain,Dates,1967,620,24101.6
Spain,Dates,1968,620,26135.5
Spain,Dates,1969,620,25545.2
Spain,Dates,1970,710,20952.1
Spain,Dates,1971,710,22456.3
Spain,Dates,1972,706,21223.8
Spain,Dates,1973,759,21527
Spain,Dates,1974,752,21102.4
Spain,Dates,1975,751,20873.5
Spain,Dates,1976,736,20934.8
Spain,Dates,1977,589,21545
Spain,Dates,1978,587,21451.4
Spain,Dates,1979,453,21580.6
Spain,Dates,1980,449,21236.1
Spain,Dates,1981,534,20711.6
Spain,Dates,1982,542,21048
Spain,Dates,1983,557,19594.3
Spain,Dates,1984,662,19105.7
Spain,Dates,1985,660,19390.9
Spain,Dates,1986,602,18704.3
Spain,Dates,1987,572,18610.1
Spain,Dates,1988,516,18668.6
Spain,Dates,1989,516,18967.1
Spain,Dates,1990,603,18575.5
Spain,Dates,1991,427,18004.7
Spain,Dates,1992,442,17629
Spain,Dates,1993,416,18995.2
Spain,Dates,1994,456,17653.5
Spain,Dates,1995,464,17284.5
Spain,Dates,1996,494,16406.9
Spain,Dates,1997,588,13670.1
Spain,Dates,1998,585,12827.4
Spain,Dates,1999,525,14409.5
Spain,Dates,2000,754,4929.7
Spain,Dates,2001,856,4359.8
Spain,Dates,2002,764,4517
Spain,Dates,2003,764,4685.9
Spain,Dates,2004,866,4934.2
Spain,Dates,2005,893,4882.4
Spain,Dates,2006,865,5343.4
Spain,Dates,2007,950,5263.2
Spain,Dates,2008,837,5353.6
Spain,Dates,2009,830,5343.4
Spain,Dates,2010,736,5437.5
Spain,Dates,2011,679,5509.6
Spain,Dates,2012,613,6479.6
Spain,Dates,2013,588,4884.4
Spain,Dates,2014,700,5714.3
Spain,Dates,2015,603,4857.4
Spain,Dates,2016,501,3942.1
Spain,Dates,2017,492,3756.1
Spain,Figs,1961,49800,4096.4
Spain,Figs,1962,48100,3471.9
Spain,Figs,1963,47700,2997.9
Spain,Figs,1964,44600,3251.1
Spain,Figs,1965,47300,3107.8
Spain,Figs,1966,41800,3476.1
Spain,Figs,1967,39800,3746.2
Spain,Figs,1968,41400,3702.9
Spain,Figs,1969,40300,3915.6
Spain,Figs,1970,30800,3308.4
Spain,Figs,1971,31900,3178.7
Spain,Figs,1972,26100,3172.4
Spain,Figs,1973,28200,3039
Spain,Figs,1974,27200,3422.8
Spain,Figs,1975,26400,3322
Spain,Figs,1976,25300,3470.4
Spain,Figs,1977,24900,2140.6
Spain,Figs,1978,24200,2466.9
Spain,Figs,1979,23400,2515.4
Spain,Figs,1980,23000,2491.3
Spain,Figs,1981,22400,2178.6
Spain,Figs,1982,21900,2210
Spain,Figs,1983,21400,1827.1
Spain,Figs,1984,20560,2026.3
Spain,Figs,1985,28700,1752.5
Spain,Figs,1986,27800,1733.8
Spain,Figs,1987,27300,2041.1
Spain,Figs,1988,26700,1973.8
Spain,Figs,1989,24900,1970.4
Spain,Figs,1990,26500,2149.5
Spain,Figs,1991,25900,2307.5
Spain,Figs,1992,25600,2394.1
Spain,Figs,1993,23300,2339.8
Spain,Figs,1994,24300,2452.7
Spain,Figs,1995,19400,2674.4
Spain,Figs,1996,20100,3069.7
Spain,Figs,1997,20812,3021.5
Spain,Figs,1998,20074,3001.4
Spain,Figs,1999,20252,3138.9
Spain,Figs,2000,19625,2854.2
Spain,Figs,2001,18958,2276.8
Spain,Figs,2002,19250,2136.6
Spain,Figs,2003,19829,2195.4
Spain,Figs,2004,19446,2123.7
Spain,Figs,2005,19314,1827.4
Spain,Figs,2006,12332,2144.2
Spain,Figs,2007,12344,2098.7
Spain,Figs,2008,12509,2464.5
Spain,Figs,2009,11953,2436.2
Spain,Figs,2010,11488,2642
Spain,Figs,2011,11761,2465.2
Spain,Figs,2012,12294,1894
Spain,Figs,2013,12400,2451.6
Spain,Figs,2014,12575,2297.9
Spain,Figs,2015,12751,2076.6
Spain,Figs,2016,12613,3624.7
Spain,Figs,2017,13564,2682.1
Spain,Figs,2018,13980,3415.6
Spain,Figs,2019,14600,3534.2
Spain,Gooseberries,1991,0,
Spain,Gooseberries,1992,0,
Spain,Gooseberries,1993,0,
Spain,Gooseberries,1994,0,
Spain,Gooseberries,1995,0,
Spain,Gooseberries,1996,0,
Spain,Gooseberries,1997,0,
Spain,Gooseberries,1998,0,
Spain,Gooseberries,1999,0,
Spain,Gooseberries,2000,0,
Spain,Gooseberries,2001,0,
Spain,Gooseberries,2002,0,
Spain,Gooseberries,2003,0,
Spain,Gooseberries,2004,0,
Spain,Gooseberries,2005,0,
Spain,Gooseberries,2006,8,125
Spain,Gooseberries,2007,11,181.8
Spain,Gooseberries,2008,15,200
Spain,Gooseberries,2009,19,210.5
Spain,Gooseberries,2010,31,193.5
Spain,Gooseberries,2011,28,214.3
Spain,Gooseberries,2012,32,218.8
Spain,Gooseberries,2013,94,85.1
Spain,Gooseberries,2014,0,
Spain,Gooseberries,2015,20,700
Spain,Gooseberries,2016,18,1055.6
Spain,Gooseberries,2017,20,1800
Spain,Grapefruit,1961,245,16326.5
Spain,Grapefruit,1962,265,15094.3
Spain,Grapefruit,1963,275,18181.8
Spain,Grapefruit,1964,205,19512.2
Spain,Grapefruit,1965,212,18867.9
Spain,Grapefruit,1966,232,19413.8
Spain,Grapefruit,1967,257,18844.4
Spain,Grapefruit,1968,287,22637.6
Spain,Grapefruit,1969,296,23841.2
Spain,Grapefruit,1970,470,12563.8
Spain,Grapefruit,1971,430,11890.7
Spain,Grapefruit,1972,259,12965.3
Spain,Grapefruit,1973,298,13550.3
Spain,Grapefruit,1974,347,12198.8
Spain,Grapefruit,1975,446,15695.1
Spain,Grapefruit,1976,347,18613.8
Spain,Grapefruit,1977,476,19460.1
Spain,Grapefruit,1978,359,16473.5
Spain,Grapefruit,1979,477,18174
Spain,Grapefruit,1980,488,18207
Spain,Grapefruit,1981,527,17077.8
Spain,Grapefruit,1982,574,20047
Spain,Grapefruit,1983,567,23220.5
Spain,Grapefruit,1984,582,14472.5
Spain,Grapefruit,1985,609,20962.2
Spain,Grapefruit,1986,627,28749.6
Spain,Grapefruit,1987,846,21485.8
Spain,Grapefruit,1988,843,27437.7
Spain,Grapefruit,1989,1259,17633
Spain,Grapefruit,1990,1087,19615.5
Spain,Grapefruit,1991,1041,21888.6
Spain,Grapefruit,1992,1081,29962.1
Spain,Grapefruit,1993,1155,21688.3
Spain,Grapefruit,1994,1167,23527
Spain,Grapefruit,1995,1197,24594.8
Spain,Grapefruit,1996,887,22863.6
Spain,Grapefruit,1997,837,30225.8
Spain,Grapefruit,1998,868,29972.4
Spain,Grapefruit,1999,867,26093.4
Spain,Grapefruit,2000,923,24880.8
Spain,Grapefruit,2001,911,29058.2
Spain,Grapefruit,2002,1037,29754.1
Spain,Grapefruit,2003,951,26012.6
Spain,Grapefruit,2004,1117,26652.6
Spain,Grapefruit,2005,1168,28019.7
Spain,Grapefruit,2006,1235,34386.2
Spain,Grapefruit,2007,1232,33376.6
Spain,Grapefruit,2008,1640,26609.1
Spain,Grapefruit,2009,1699,23742.8
Spain,Grapefruit,2010,1851,25296.6
Spain,Grapefruit,2011,1882,25627.5
Spain,Grapefruit,2012,1869,30301.8
Spain,Grapefruit,2013,1800,32666.7
Spain,Grapefruit,2014,1862,36797
Spain,Grapefruit,2015,1976,36314.8
Spain,Grapefruit,2016,1794,40265.3
Spain,Grapefruit,2017,2066,38118.1
Spain,Grapefruit,2018,2240,31526.8
Spain,Grapefruit,2019,2430,29000
Spain,Grapes,1961,1742000,1893.2
Spain,Grapes,1962,1640000,2359.8
Spain,Grapes,1963,1660000,2474.7
Spain,Grapes,1964,1678000,3285.5
Spain,Grapes,1965,1688000,2592.4
Spain,Grapes,1966,1537100,3225.7
Spain,Grapes,1967,1576400,2366.7
Spain,Grapes,1968,1585800,2422.1
Spain,Grapes,1969,1575000,2530.5
Spain,Grapes,1970,1528500,2708.3
Spain,Grapes,1971,1476200,2721.6
Spain,Grapes,1972,1540800,2963.3
Spain,Grapes,1973,1574200,4134.5
Spain,Grapes,1974,1567000,3739.4
Spain,Grapes,1975,1610600,3229.9
Spain,Grapes,1976,1622000,2573.9
Spain,Grapes,1977,1636900,2184
Spain,Grapes,1978,1639622,2859.2
Spain,Grapes,1979,1632026,4680.3
Spain,Grapes,1980,1657400,4055.4
Spain,Grapes,1981,1657000,3260.4
Spain,Grapes,1982,1658000,3635.7
Spain,Grapes,1983,1645330,3111.3
Spain,Grapes,1984,1587250,3548.4
Spain,Grapes,1985,1552387,3510.9
Spain,Grapes,1986,1531200,3828.7
Spain,Grapes,1987,1514000,4204
Spain,Grapes,1988,1439900,2611.6
Spain,Grapes,1989,1434900,3508
Spain,Grapes,1990,1402274,4616.6
Spain,Grapes,1991,1378892,3769
Spain,Grapes,1992,1309169,4397.7
Spain,Grapes,1993,1235000,3698.5
Spain,Grapes,1994,1192600,2728.8
Spain,Grapes,1995,1160100,2887.8
Spain,Grapes,1996,1122400,4431.2
